time,Sun_x,Sun_y,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y
4.941267e+07,1.040052e+06,9.345371e+06,1.549905e+11,-2.143956e+10,-1.029105e+11,-1.629086e+11,-1.076167e+10,1.863040e+11,4.730054e+10,-2.531970e+11
4.962293e+07,1.045545e+06,9.392498e+06,1.538532e+11,-1.522435e+10,-9.864096e+10,-1.660300e+11,-1.650487e+10,1.860744e+11,5.194270e+10,-2.523772e+11
4.983320e+07,1.050845e+06,9.439769e+06,1.524749e+11,-8.980602e+09,-9.428905e+10,-1.690168e+11,-2.223578e+10,1.856768e+11,5.656783e+10,-2.514706e+11
5.004347e+07,1.055948e+06,9.487177e+06,1.508489e+11,-2.717356e+09,-8.985880e+10,-1.718676e+11,-2.794927e+10,1.851122e+11,6.117436e+10,-2.504777e+11
5.025373e+07,1.060850e+06,9.534718e+06,1.489685e+11,3.555624e+09,-8.535424e+10,-1.745809e+11,-3.364028e+10,1.843814e+11,6.576072e+10,-2.493988e+11
5.046400e+07,1.065547e+06,9.582387e+06,1.468270e+11,9.827790e+09,-8.077940e+10,-1.771552e+11,-3.930379e+10,1.834856e+11,7.032536e+10,-2.482344e+11
5.067427e+07,1.070037e+06,9.630179e+06,1.444181e+11,1.608777e+10,-7.613833e+10,-1.795892e+11,-4.493485e+10,1.824262e+11,7.486675e+10,-2.469849e+11
5.088453e+07,1.074316e+06,9.678089e+06,1.417359e+11,2.232333e+10,-7.143504e+10,-1.818819e+11,-5.052856e+10,1.812045e+11,7.938333e+10,-2.456508e+11
5.109480e+07,1.078379e+06,9.726112e+06,1.387747e+11,2.852134e+10,-6.667356e+10,-1.840320e+11,-5.608010e+10,1.798222e+11,8.387360e+10,-2.442326e+11
5.130507e+07,1.082226e+06,9.774242e+06,1.355295e+11,3.466775e+10,-6.185790e+10,-1.860386e+11,-6.158474e+10,1.782810e+11,8.833604e+10,-2.427310e+11
5.151533e+07,1.085852e+06,9.822474e+06,1.319958e+11,4.074759e+10,-5.699206e+10,-1.879007e+11,-6.703781e+10,1.765829e+11,9.276914e+10,-2.411464e+11
5.172560e+07,1.089254e+06,9.870803e+06,1.281699e+11,4.674492e+10,-5.208005e+10,-1.896175e+11,-7.243474e+10,1.747299e+11,9.717143e+10,-2.394794e+11
5.193587e+07,1.092430e+06,9.919224e+06,1.240489e+11,5.264289e+10,-4.712585e+10,-1.911884e+11,-7.777106e+10,1.727242e+11,1.015414e+11,-2.377307e+11
5.214613e+07,1.095378e+06,9.967730e+06,1.196310e+11,5.842371e+10,-4.213344e+10,-1.926125e+11,-8.304238e+10,1.705682e+11,1.058776e+11,-2.359009e+11
5.235640e+07,1.098094e+06,1.001632e+07,1.149155e+11,6.406875e+10,-3.710679e+10,-1.938895e+11,-8.824442e+10,1.682643e+11,1.101786e+11,-2.339907e+11
5.256667e+07,1.100577e+06,1.006498e+07,1.099031e+11,6.955859e+10,-3.204986e+10,-1.950188e+11,-9.337300e+10,1.658150e+11,1.144430e+11,-2.320008e+11
5.277693e+07,1.102823e+06,1.011371e+07,1.045960e+11,7.487311e+10,-2.696659e+10,-1.960000e+11,-9.842405e+10,1.632231e+11,1.186692e+11,-2.299318e+11
5.298720e+07,1.104830e+06,1.016250e+07,9.899811e+10,7.999162e+10,-2.186092e+10,-1.968328e+11,-1.033936e+11,1.604915e+11,1.228560e+11,-2.277846e+11
5.319747e+07,1.106596e+06,1.021136e+07,9.311504e+10,8.489303e+10,-1.673678e+10,-1.975169e+11,-1.082778e+11,1.576229e+11,1.270018e+11,-2.255599e+11
5.340773e+07,1.108119e+06,1.026026e+07,8.695443e+10,8.955605e+10,-1.159807e+10,-1.980523e+11,-1.130730e+11,1.546206e+11,1.311054e+11,-2.232584e+11
5.361800e+07,1.109395e+06,1.030922e+07,8.052598e+10,9.395939e+10,-6.448701e+09,-1.984389e+11,-1.177755e+11,1.514875e+11,1.351653e+11,-2.208811e+11
5.382827e+07,1.110423e+06,1.035821e+07,7.384157e+10,9.808207e+10,-1.292553e+09,-1.986766e+11,-1.223819e+11,1.482269e+11,1.391803e+11,-2.184286e+11
